obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_des,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
63,1743623987,11500.1,20250402 14:59:47,14:59:47,5,gibson,5178_mai_red,1743623979,0.000230442,0.230442269,5.052145879,1193.583667,404.2290082,36.12339316,106.663033,0.010633366,2.733568376,0.01061044,0.00663358,49.62256022,25.96643091,25.96643091,3.367561644,44.58080277,1.479355013,3.31836782,1.888206631,-10.16250405,-36.60688172,-2.856735239,-0.003560789,2,0,1,0,47451,300.0383333,252.931911,0.842998653,0.165387401,6,0.5,0: Broadleaf,2,1743623979,1193.583667,1199.976,16.55432,16.28238,1186.564667,16.45432,500.0238,89.26369333,0.099990173,25.71803333,25.00922,999.9,0,0,9995.498667,0,144.0604,-6.794261333,1213.27,1219.837333,0.275523,1199.976,16.28238,1.47802,1.453425333,12.74265333,12.48681333,300.0383333,0.900032267,0.099967573,0,2.804746667,0,2177.725333,2670.324667,35.6954,39.8582,38.0704,39,36.437,270.0446667,29.99,0,1743623987,0,1743624028,15:00:28,1743624028,1743624005,63,0.397,0.001,7.019,0.1,1200,16,0.98,0.31,-6.794886667,0.046849091,0.039882091,1,0.275529619,0.001909636,0.000640888,1,2,2,2-Feb,3.12489,2.72331,0.18254,0.183469,0.0775038,0.0766387,22034.9,19981.4,24093.8,23815,37897.6,36379,43441.8,42432.7,1.86467,1.84648,0.0980571,0,23.3982,999.9,40.062,27.08,16.1388,54.4415,43.5737,1,-0.139909,-0.93719,20.2532,5.23526,11.992,4.9576,3.304,999.9,9999,9999,9999,1.86829,1.86393,1.87164,1.86239,1.86188,1.86829,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.019,0.1,3.970393302,0.004507312,-2.84E-06,7.75E-10,0.012071827,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.3,1.6,2.40967,2.33765,1.49902,2.34497,1.54419,2.34131,31.4988,14.5961,18,496.474,433.044,26.1153,25.5719,30.0001,25.5393,25.5655,48.2314,-30,-30,26.1059,1200,0,97.3607,98.9226,NA
64,1743624121,11634,20250402 15:02:01,15:02:01,5,gibson,5178_mai_red,1743624113,0.000221101,0.22110098,5.871988015,1492.573,535.1107934,47.81500222,133.3693549,0.010205264,2.734160372,0.01018415,0.006366987,49.61977784,25.95042622,25.95042622,3.364372912,44.55864074,1.476995374,3.314722688,1.887377537,-9.750553208,-36.9875418,-2.885316057,-0.003633224,2,0,1,0,47469,300.0206,252.9170398,0.842998913,0.165387903,6,0.5,0: Broadleaf,2,1743624113,1492.573,1500.015333,16.52946,16.26852667,1485.196,16.43446,500.0042667,89.25536,0.099971293,25.6995,24.98274,999.9,0,0,9999.954667,0,143.5544667,-7.482348,1517.634667,1524.823333,0.269701333,1500.015333,16.26852667,1.476126,1.452052,12.72308667,12.47242667,300.0206,0.9000262,0.099973647,0,2.651433333,0,2251.702,2670.161333,35.75,39.93286667,38.125,39.062,36.5,270.0246667,29.99066667,0,1743624121,0,1743624141,15:02:21,1743624141,1743624139,64,0.029,-0.004,7.377,0.095,1500,16,0.45,0.09,-7.496413333,0.094955667,0.057518121,1,0.269963286,-0.000336732,0.001260211,1,2,2,2-Feb,3.12483,2.72331,0.209602,0.210391,0.0774278,0.0765803,21305.5,19323.4,24093,23815.1,37901.3,36383,43439.7,42432.3,1.8649,1.84725,0.0974685,0,23.3785,999.9,40.013,27.1,16.1379,54.0615,43.734,1,-0.140381,-1.08658,20.2522,5.23451,11.9918,4.9573,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87164,1.86238,1.86188,1.86832,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.377,0.095,4.365115586,0.004507312,-2.84E-06,7.75E-10,0.012585323,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.9,2.87964,2.33521,1.49902,2.34497,1.54419,2.1936,31.4988,14.5698,18,496.556,433.431,26.1494,25.5654,30.0002,25.533,25.5569,57.6153,-30,-30,26.1528,1500,0,97.3566,98.9221,NA
66,1743625207,12720,20250402 15:20:07,15:20:07,5,gibson,5122_mai_red,1743625199,0.000155467,0.155466618,0.853484236,398.9250625,192.6970639,17.21588117,35.64063889,0.006986954,2.734935257,0.006977053,0.004361546,49.60591476,25.94602093,25.94602093,3.363495677,43.08046115,1.426096051,3.310308231,1.937399626,-6.856077856,-39.66140698,-3.092604612,-0.004174683,0,0,1,0,47505,299.9321875,252.8429016,0.843000225,0.165390434,6,0.5,0: Broadleaf,2,1743625199,398.9250625,400.023625,15.96226875,15.77869375,393.3330625,15.87426875,500.019125,89.24175625,0.099932813,25.67703125,24.99574375,999.9,0,0,10006.09187,0,187.73525,-1.2676925,405.223875,406.4366875,0.182814,400.023625,15.77869375,1.4244325,1.40811875,12.180275,12.00535625,299.9321875,0.8999925,0.10000755,0,2.714425,0,1679.536875,2669.34375,36.23425,40.125,38.5,39.335625,36.875,269.938125,29.995625,0,1743625207,0,1743625228,15:20:28,1743625228,1743625227,66,0.167,0.003,5.592,0.088,400,16,0.36,0.19,-1.267603,0.060861654,0.021605647,1,0.18287555,-0.001283414,0.001331296,1,2,2,2-Feb,3.12472,2.72343,0.0848181,0.0858879,0.0754551,0.0748719,24660.3,22369.8,24086.8,23817.1,37961.9,36444.7,43428,42436.9,1.87033,1.8416,0.0954047,0,23.4308,999.9,39.147,27.11,15.8031,54.5116,44.1226,1,-0.14408,-1.14401,20.252,5.23481,11.992,4.95745,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.8624,1.86188,1.86831,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.592,0.088,4.041903492,0.004507312,-2.84E-06,7.75E-10,0.005189309,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,15.8,15.9,1.00098,2.35718,1.49902,2.34375,1.54419,2.34375,31.5861,14.4297,18,499.636,429.998,26.3801,25.5418,30.0002,25.515,25.5399,20.0772,-30,-30,26.3793,400,0,97.3307,98.932,NA
67,1743625319,12832,20250402 15:21:59,15:21:59,5,gibson,5122_mai_red,1743625311,0.000159249,0.159248907,0.5777109,299.238125,161.605587,14.43904748,26.73616412,0.007151446,2.733761551,0.007141069,0.004464099,49.61111934,25.95828957,25.95828957,3.365939256,43.07087557,1.426893892,3.312897341,1.939045365,-7.02287678,-39.50988332,-3.082505998,-0.004146762,0,0,1,0,47260,299.96475,252.870258,0.842999912,0.165389831,6,0.5,0: Broadleaf,2,1743625311,299.238125,299.9885,15.97016875,15.7821375,294.352125,15.88316875,500.041375,89.24744375,0.100008613,25.6902125,25.0049,999.9,0,0,9998.468125,0,187.620625,-0.327066438,304.5258125,304.79875,0.19193575,299.9885,15.7821375,1.425645,1.408514375,12.1931875,12.0096125,299.96475,0.900004063,0.099996038,0,2.7374875,0,1675.191875,2669.645,36.25,40.125,38.531,39.375,36.875,269.969375,29.995625,0,1743625319,0,1743625342,15:22:22,1743625342,1743625337,67,-0.426,-0.001,4.886,0.087,300,16,0.36,0.12,-0.33074035,-0.037906962,0.030435668,1,0.1920814,-0.000348361,0.00128617,1,2,2,2-Feb,3.12466,2.72303,0.0673184,0.0683764,0.0754961,0.0748877,25131.5,22798.3,24086.4,23817,37957.6,36442.9,43426.8,42437.1,1.87057,1.84182,0.0958517,0,23.4337,999.9,39.171,27.11,15.8112,54.7416,43.9784,1,-0.145061,-1.11847,20.2523,5.23496,11.992,4.9559,3.304,999.9,9999,9999,9999,1.86829,1.86395,1.87164,1.86243,1.86188,1.86832,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.886,0.087,4.208699494,0.004507312,-2.84E-06,7.75E-10,0.00868847,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.5,0.800781,2.3645,1.49902,2.34375,1.54419,2.39136,31.5861,14.421,18,499.672,430.029,26.3947,25.5268,30,25.5011,25.5271,16.0718,-30,-30,26.3862,300,0,97.3284,98.9323,NA
68,1743625425,12938,20250402 15:23:45,15:23:45,5,gibson,5122_mai_red,1743625417,0.000161988,0.161988394,0.291316834,199.60075,129.2028062,11.546401,17.83761799,0.007235395,2.73494964,0.007224778,0.004516439,49.61664704,26.00962729,26.00962729,3.376181158,42.92034857,1.426313721,3.323164347,1.949867437,-7.143688156,-39.40267751,-3.074403511,-0.004122138,0,0,1,0,47331,299.99675,252.8973559,0.843000319,0.165390615,6,0.5,0: Broadleaf,2,1743625417,199.60075,199.989125,15.960275,15.76899375,195.14375,15.876275,500.0061875,89.2665125,0.0999753,25.74239375,25.0739375,999.9,0,0,10003.4025,0,175.799125,-0.2851145,202.94425,203.19325,0.197569375,199.989125,15.76899375,1.425280625,1.407644375,12.18929375,12.0002375,299.99675,0.899994125,0.100005925,0,2.79785625,0,1670.838125,2669.920625,36.25,40.187,38.562,39.417625,36.937,269.99625,30.003125,0,1743625425,0,1743625455,15:24:15,1743625455,1743625443,68,-0.105,-0.003,4.457,0.084,200,16,0.33,0.09,-0.28109595,-0.091356496,0.014955806,1,0.1979396,-0.004227068,0.000853702,1,2,2,2-Feb,3.12471,2.72332,0.047356,0.0484364,0.0754744,0.0748616,25668.7,23287.2,24085.8,23818,37955.8,36443.9,43425.7,42438.8,1.87027,1.8416,0.0943616,0,23.5178,999.9,39.147,27.11,15.7971,54.2816,43.8982,1,-0.146258,-0.422198,20.2556,5.23376,11.992,4.95695,3.304,999.9,9999,9999,9999,1.86829,1.8639,1.87164,1.86239,1.86187,1.86831,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.457,0.084,3.782761429,0.004507312,-2.84E-06,7.75E-10,0.008182087,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.5,0.592041,2.3938,1.49902,2.34375,1.54419,2.22046,31.608,14.4035,18,499.425,429.832,25.8118,25.5225,30,25.4925,25.5186,11.8845,-30,-30,25.7579,200,0,97.3259,98.9363,NA
69,1743625530,13043,20250402 15:25:30,15:25:30,5,gibson,5122_mai_red,1743625522,0.000170928,0.170927572,-0.068868066,100.0376125,110.6216967,9.885926702,8.940059089,0.007699481,2.733532891,0.007687453,0.004805737,49.61855986,25.91953439,25.91953439,3.358225562,43.08507632,1.42435435,3.305911168,1.933871212,-7.537905923,-39.03975673,-3.044945562,-0.004048349,0,0,1,0,47309,300.0086875,252.9073873,0.843000212,0.16539041,6,0.5,0: Broadleaf,2,1743625522,100.0376125,99.97549375,15.9382625,15.73643125,95.7516125,15.8542625,500.0314375,89.26693125,0.100046481,25.654625,25.02965,999.9,0,0,9994.925,0,186.405,-0.139869631,101.453,101.5739375,0.2048215,99.97549375,15.73643125,1.423025,1.404740625,12.1652375,11.9689,300.0086875,0.9,0.100000069,0,2.71848125,0,1671.565625,2670.031875,36.312,40.312,38.625,39.542625,37,270.006875,30.003125,0,1743625530,0,1743625554,15:25:54,1743625554,1743625550,69,0.202,0,4.286,0.084,100,16,0.24,0.1,-0.130398629,-0.014588844,0.048197514,1,0.204902095,-0.006577948,0.001166832,1,2,2,2-Feb,3.12477,2.72315,0.0243998,0.0254986,0.0753868,0.074731,26285.6,23848.3,24084.2,23817.9,37955.2,36447.4,43423.1,42439.1,1.87025,1.84092,0.0899471,0,23.5549,999.9,39.122,27.11,15.7866,54.4016,44.1426,1,-0.14565,-0.594186,20.255,5.23436,11.992,4.95735,3.304,999.9,9999,9999,9999,1.86829,1.86394,1.87164,1.86243,1.86188,1.86834,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.286,0.084,3.677774309,0.004507312,-2.84E-06,7.75E-10,0.005225243,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.2,1.4,0.374756,2.38647,1.4978,2.34375,1.54419,2.37183,31.608,14.4035,18,499.462,429.473,25.7027,25.5397,29.9999,25.4989,25.5228,7.53765,-30,-30,25.6686,100,0,97.3199,98.9364,NA
70,1743625635,13148,20250402 15:27:15,15:27:15,5,gibson,5122_mai_red,1743625627,0.000171872,0.171872412,-0.186010526,50.20848125,86.23846828,7.70671999,4.486892147,0.007749977,2.734675513,0.007737795,0.004837215,49.61845802,25.88797484,25.88797484,3.351955471,43.03193588,1.419966484,3.299796896,1.931988986,-7.579573367,-39.00306635,-3.039854819,-0.00403652,0,0,1,0,47646,300.00875,252.9073819,0.843000019,0.165390036,6,0.5,0: Broadleaf,2,1743625627,50.20848125,49.995625,15.889475,15.68650625,46.01248125,15.807475,500.0024375,89.26529375,0.099929725,25.623425,25.01875625,999.9,0,0,10001.9075,0,184.930625,0.098370081,50.90305625,50.79239375,0.20734225,49.995625,15.68650625,1.41876875,1.40025875,12.119725,11.92045,300.00875,0.900005188,0.099994906,0,2.67524375,0,1672.009375,2670.03625,36.41375,40.437,38.75,39.687,37.0659375,270.009375,30.00125,0,1743625635,0,1743625659,15:27:39,1743625659,1743625654,70,0.116,-0.001,4.196,0.082,50,16,0.23,0.16,0.10067746,-0.069012586,0.01925261,1,0.2076102,-0.006901083,0.00094654,1,2,2,2-Feb,3.12484,2.72366,0.011906,0.0129634,0.0752228,0.0745517,26620.1,24154.6,24082.2,23817.4,37957.9,36452.7,43419.7,42438.2,1.86983,1.84055,0.0875257,0,23.5797,999.9,39.049,27.14,15.7869,53.5315,43.9704,1,-0.143796,-0.578867,20.2555,5.23406,11.992,4.95685,3.304,999.9,9999,9999,9999,1.86829,1.86392,1.87164,1.86248,1.86188,1.86831,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.196,0.082,3.880059408,0.004507312,-2.84E-06,7.75E-10,0.005365515,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.4,0.266113,2.44141,1.49902,2.34497,1.54419,2.2168,31.6517,14.386,18,499.29,429.321,25.5193,25.5566,30.0001,25.5092,25.5314,5.35663,-30,-30,25.5041,50,0,97.3122,98.9343,NA
71,1743625748,13261.1,20250402 15:29:08,15:29:08,5,gibson,5122_mai_red,1743625740,0.000172485,0.172485268,1.12723964,398.5775,157.305682,14.05630986,35.61555291,0.007803817,2.73448814,0.007791465,0.004870774,49.62073007,25.85397362,25.85397362,3.345211725,43.11353777,1.419802442,3.293170811,1.925409283,-7.606600336,-38.98086396,-3.037297334,-0.004031563,0,0,1,0,47445,300.0223125,252.9188301,0.843000069,0.165390133,6,0.5,0: Broadleaf,2,1743625740,398.5775,400.0126875,15.8891625,15.68546875,392.8875,15.8011625,499.9995,89.25666875,0.099988131,25.58955625,24.99754375,999.9,0,0,10001.75875,0,185.09675,-1.74942875,404.6921875,406.3869375,0.200763625,400.0126875,15.68546875,1.41795125,1.400033125,12.110975,11.917975,300.0223125,0.900005688,0.099994406,0,2.686375,0,1652.226875,2670.1575,36.5,40.5974375,38.8395625,39.812,37.183125,270.02125,30.003125,0,1743625748,0,1743625782,15:29:42,1743625782,1743625766,71,0.311,0.006,5.69,0.088,400,16,0.34,0.11,-1.742287143,0.094934805,0.059735491,1,0.200976714,-0.004194156,0.001219894,1,2,2,2-Feb,3.12482,2.72329,0.0847774,0.0858983,0.0751956,0.0745381,24653.7,22369.1,24079.4,23816.8,37961.3,36458,43415,42437.1,1.86998,1.84075,0.0843033,0,23.6098,999.9,38.976,27.15,15.7661,54.1088,43.9383,1,-0.141712,-1.00944,20.2527,5.23361,11.992,4.95715,3.304,999.9,9999,9999,9999,1.86829,1.86396,1.87164,1.86243,1.86188,1.86831,1.8585,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.69,0.088,3.995722674,0.004507312,-2.84E-06,7.75E-10,0.004161851,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.6,1.00098,2.38892,1.49902,2.34497,1.54419,2.20093,31.6736,14.3684,18,499.519,429.571,25.4037,25.5784,30.0003,25.5266,25.5485,20.0818,-30,-30,25.4494,400,0,97.3014,98.9318,NA
72,1743625865,13378.1,20250402 15:31:05,15:31:05,5,gibson,5122_mai_red,1743625857,0.000178533,0.178533265,0.972859543,398.7654375,194.6990905,17.39789028,35.63281836,0.008054428,2.734137031,0.008041269,0.005026974,49.6155166,25.86123556,25.86123556,3.34665105,42.96259503,1.415582894,3.294919437,1.931068156,-7.873316965,-38.72795587,-3.018224426,-0.003980665,0,0,1,0,47354,299.9925625,252.8935989,0.842999562,0.165389156,6,0.5,0: Broadleaf,2,1743625857,398.7654375,400.01825,15.84173125,15.63089375,393.0174375,15.75373125,500.020125,89.25784375,0.099996744,25.5985,25.007925,999.9,0,0,9999.5375,0,168.909875,-1.314203125,405.122875,406.370125,0.213187375,400.01825,15.63089375,1.41420875,1.395179375,12.07083125,11.8653375,299.9925625,0.900017188,0.099982963,0,2.71004375,0,1653.730625,2669.903125,36.6210625,40.75,38.9409375,39.937,37.261625,269.99875,29.995,0,1743625865,0,1743625885,15:31:25,1743625885,1743625883,72,0.059,0.001,5.748,0.088,400,16,0.57,0.19,-1.3128755,-0.062876842,0.033212744,1,0.21284245,0.003170662,0.000908197,1,2,2,2-Feb,3.12462,2.72328,0.0847821,0.0859026,0.0750149,0.0743412,24650.1,22367.4,24076.1,23815.2,37964,36463.4,43409.6,42434.4,1.8695,1.84022,0.0828803,0,23.6496,999.9,38.848,27.15,15.7155,54.4688,44.0946,1,-0.139215,-0.538769,20.2555,5.23436,11.992,4.95645,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86248,1.86188,1.86831,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.748,0.088,4.306518205,0.004507312,-2.84E-06,7.75E-10,0.010170223,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.6,1.00098,2.38403,1.49902,2.34497,1.54419,2.1875,31.7392,14.3597,18,499.458,429.48,25.3532,25.6104,30.0002,25.5542,25.5761,20.075,-30,-30,25.342,400,0,97.2888,98.9255,NA
73,1743625974,13487.1,20250402 15:32:54,15:32:54,5,gibson,5122_mai_red,1743625966,0.000178394,0.17839426,1.615637961,597.9565625,260.9212168,23.31471209,53.4306304,0.008044811,2.733661366,0.008031682,0.005020979,49.61952429,25.84820055,25.84820055,3.344067882,42.89302489,1.412188477,3.292349934,1.931879406,-7.867186861,-38.73724432,-3.019076725,-0.003983611,0,0,1,0,47181,300.0145625,252.9123362,0.8430002,0.165390386,6,0.5,0: Broadleaf,2,1743625966,597.9565625,600.02325,15.80418125,15.5935,591.9045625,15.71718125,500.0204375,89.25535625,0.100014606,25.58535625,25.00095,999.9,0,0,9996.985625,0,184.8238125,-1.919454375,607.7104375,609.5278125,0.214569563,600.02325,15.5935,1.410955625,1.391804375,12.03588125,11.82863125,300.0145625,0.900000313,0.099999763,0,2.66706875,0,1659.87375,2670.085625,36.687,40.875,39.062,40.062,37.3710625,270.01375,30.00375,0,1743625974,0,1743626015,15:33:35,1743626015,1743625992,73,-0.151,0,6.052,0.087,600,16,1.11,0.13,-1.924631429,0.043284156,0.033203807,1,0.214457952,-0.001530234,0.000776094,1,2,2,2-Feb,3.12476,2.72317,0.114803,0.115783,0.0748813,0.0741988,23838.6,21634.2,24073.1,23812.9,37968,36469,43405,42431.7,1.86935,1.84002,0.0812113,0,23.6556,999.9,38.701,27.18,15.6844,54.3088,43.6258,1,-0.135833,-0.56329,20.2554,5.23466,11.992,4.9574,3.304,999.9,9999,9999,9999,1.86829,1.86394,1.87164,1.86239,1.86188,1.8683,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.052,0.087,4.364865182,0.004507312,-2.84E-06,7.75E-10,0.01130049,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.5,1.37939,2.3645,1.49902,2.34497,1.54419,2.30957,31.7392,14.3509,18,499.625,429.613,25.3166,25.6455,30.0002,25.5862,25.6082,27.663,-30,-30,25.32,600,0,97.2777,98.9179,NA
74,1743626092,13605.1,20250402 15:34:52,15:34:52,5,gibson,5122_mai_red,1743626084,0.000179545,0.179544873,2.318226732,797.0493125,317.1827735,28.34266664,71.22235143,0.008074423,2.732159346,0.008061189,0.00503943,49.61646402,25.85455073,25.85455073,3.345326091,42.74987246,1.408023228,3.293631412,1.937302863,-7.917928891,-38.68560734,-3.016905334,-0.00397754,0,0,1,0,47370,299.997,252.8974504,0.842999931,0.165389867,6,0.5,0: Broadleaf,2,1743626084,797.0493125,800.002875,15.7571875,15.54513125,790.7863125,15.6681875,500.00625,89.25755,0.099971944,25.5919125,24.99463125,999.9,0,0,9987.805,0,185.02225,-2.829815625,809.936125,812.635375,0.213053687,800.002875,15.54513125,1.406536875,1.387521875,11.9882875,11.781925,299.997,0.900010938,0.099989181,0,2.63989375,0,1681.195625,2669.93875,36.777125,40.9724375,39.13275,40.144375,37.437,270.00125,29.999375,0,1743626092,0,1743626115,15:35:15,1743626115,1743626112,74,-0.128,0.003,6.263,0.089,800,16,0.29,0.21,-2.836618095,0.011621299,0.063191153,1,0.213052952,0.000413766,0.000707663,1,2,2,2-Feb,3.12471,2.7234,0.140204,0.141085,0.0746979,0.0740273,23151.6,21013.6,24069.9,23810.9,37973,36475.5,43399.4,42429.2,1.8689,1.83975,0.0818223,0,23.6476,999.9,38.555,27.18,15.6252,54.1788,43.9223,1,-0.132785,-0.630117,20.2554,5.23436,11.9918,4.95715,3.304,999.9,9999,9999,9999,1.86829,1.86397,1.87164,1.86244,1.86188,1.86831,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.263,0.089,4.2138857,0.004507312,-2.84E-06,7.75E-10,0.011192625,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.3,1.7,1.73828,2.33887,1.4978,2.34375,1.54419,2.30225,31.8049,14.3422,18,499.631,429.719,25.3924,25.6819,30.0001,25.6203,25.6424,34.8125,-30,-30,25.3927,800,0,97.2652,98.9113,NA
75,1743626207,13720.1,20250402 15:36:47,15:36:47,5,gibson,5122_mai_red,1743626199,0.000177695,0.177694607,2.858384278,996.3668667,396.1604386,35.39987553,89.03277465,0.007960564,2.732580366,0.007947703,0.004968468,49.61717424,25.86393066,25.86393066,3.34718536,42.55755202,1.402429592,3.295371857,1.944755768,-7.836332169,-38.76214827,-3.0226861,-0.003992307,0,0,1,0,47330,300.0004,252.9003932,0.843000187,0.16539036,6,0.5,0: Broadleaf,2,1743626199,996.3668667,1000.009267,15.69460667,15.48472667,989.7538667,15.60560667,500.0164667,89.25744,0.09998208,25.60081333,24.99362,999.9,0,0,9990.321333,0,184.9860667,-3.736771333,1012.16,1015.737333,0.212576067,1000.009267,15.48472667,1.401100667,1.382127333,11.92954667,11.72295333,300.0004,0.900001,0.09999908,0,2.666966667,0,1713.358667,2669.96,36.875,41.05786667,39.25,40.2164,37.5,269.9993333,30.002,0,1743626207,0,1743626228,15:37:08,1743626228,1743626226,75,0.091,0.001,6.613,0.089,1000,15,0.42,0.31,-3.707923333,-0.289694026,0.062531005,0,0.212771476,-0.004427065,0.000946762,1,1,2,2-Jan,3.12459,2.72322,0.162549,0.16334,0.0744586,0.0738036,22548.5,20469.9,24068.1,23811.4,37982.1,36486.8,43396.4,42430.1,1.86895,1.8397,0.0826493,0,23.6357,999.9,38.377,27.221,15.5893,54.5288,43.738,1,-0.131662,-0.660438,20.2552,5.23316,11.992,4.95665,3.304,999.9,9999,9999,9999,1.86829,1.864,1.87164,1.86242,1.86188,1.8683,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.613,0.089,4.085871453,0.004507312,-2.84E-06,7.75E-10,0.013861031,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.6,2.07886,2.32666,1.4978,2.34497,1.54419,2.34009,31.8488,14.3247,18,499.849,429.873,25.4355,25.7036,30,25.6438,25.666,41.6369,-30,-30,25.4354,1000,0,97.2581,98.9133,NA
