obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,CO2_hrs,AccH2O_des,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
63,1743625119,13471.9,20250402 15:18:39,15:18:39,5,ozzie,1264_mai_red,1743625111,0.000173441,0.173441264,3.591320165,1195.425,390.3568607,34.87572559,106.8030781,0.0074203,2.733772389,0.007409128,0.004631708,49.61628878,25.45376484,25.45376484,3.266721153,38.18304003,1.22788212,3.215778835,2.038839033,-7.648759736,-38.94818166,-3.023363513,-0.004016132,0,0,1,0,47691,299.9968667,252.8972586,0.842999667,0.165389357,6,0.5,0: Broadleaf,2,1743625111,1195.425,1199.983333,13.74343333,13.53816667,1200.03,13.77343333,500.0059333,89.24320667,0.09997928,25.1895,25.00488667,999.9,0,0,9999.007333,0,180.0251333,-4.720319333,1211.928667,1216.452,0.2139128,1199.983333,13.53816667,1.22728,1.208188667,9.936631333,9.702838667,299.9968667,0.900004333,0.099995527,0,2.29602,0,1790.111333,2548.65,37.2458,41.5,39.083,41.25413333,37.7458,269.9973333,29.996,0,1743625119,0,1743625146,15:19:06,1743625146,1743625137,63,0.165,-0.003,-4.605,-0.03,1200,14,0.3,0.22,-4.7394335,0.020598947,0.064888152,1,0.2138449,-0.000914887,0.00087131,1,2,2,2-Feb,3.13143,2.77803,0.184205,0.184165,0.068336,0.0677572,30949,33165.5,34316,36835.3,45184.8,49303.5,53520.2,58834.7,1.9902,2.36503,0.106744,0,23.2568,999.9,35.179,28.45,15.3566,53.644,36.5505,2,-0.159273,-0.490716,20.1659,5.19962,12.004,4.97555,3.29385,9999,999.9,9999,9999,1.86295,1.86783,1.86753,1.86874,1.86964,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.605,-0.03,-2.637835642,-0.003392961,1.56E-06,-1.77E-10,-0.090916781,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.5,2.94556,2.58911,2.19849,2.63916,2.44629,2.34253,31.4333,14.1846,18,501.873,783.428,24.6573,25.3079,30,25.3155,25.2529,58.9302,-30,-30,24.6473,1200,0,97.2973,95.3477,NA
64,1743625227,13579.9,20250402 15:20:27,15:20:27,5,ozzie,1264_mai_red,1743625219,0.000164486,0.164486174,4.272466484,1494.58375,481.1689232,43.00337187,133.5750039,0.007010542,2.734231817,0.007000572,0.004376252,49.61608223,25.494845,25.494845,3.274703158,38.08924587,1.227686699,3.223184579,2.047016459,-7.253840266,-39.31387267,-3.0524609,-0.004091609,0,0,1,0,47502,299.9906875,252.8924721,0.843001075,0.165392075,6,0.5,0: Broadleaf,2,1743625219,1494.58375,1500.005625,13.73670625,13.5420375,1499.19375,13.76670625,500.008375,89.27269375,0.100018813,25.22814375,25.0307,999.9,0,0,9998.438125,0,178.0859375,-5.463225625,1515.36875,1520.599375,0.200347063,1500.005625,13.5420375,1.22681875,1.20893375,9.93104125,9.712023125,299.9906875,0.899969625,0.100030363,0,2.2947375,0,1809.598125,2548.570625,37.60925,41.80425,39.444875,41.6793125,38.085625,269.9825,30.01,0,1743625227,0,1743625250,15:20:50,1743625250,1743625245,64,0.038,-0.001,-4.61,-0.03,1500,14,0.62,0.11,-5.4737975,0.086148722,0.054201948,1,0.2004449,-0.002489414,0.000807533,1,2,2,2-Feb,3.13154,2.7781,0.211387,0.211364,0.068333,0.0677976,29920,32062.1,34316.6,36835.8,45188.1,49305.2,53520.4,58835.3,1.9905,2.36585,0.107422,0,23.279,999.9,35.179,28.47,15.3687,54.544,36.5385,2,-0.159573,-0.293467,20.1662,5.19917,12.004,4.97565,3.2937,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86959,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.61,-0.03,-2.473427342,-0.003392961,1.56E-06,-1.77E-10,-0.09365431,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.5,3.50708,2.58057,2.19849,2.63916,2.44507,2.27173,31.4552,14.1495,18,502.027,784.126,24.5198,25.3043,30,25.3113,25.2487,70.1832,-30,-30,24.4761,1500,0,97.2983,95.3488,NA
66,1743627202,15555,20250402 15:53:22,15:53:22,5,ozzie,4740_mai_red,1743627194,0.000344672,0.344672016,1.977889284,397.4691875,153.5170047,13.7129716,35.50410386,0.013627308,2.734355195,0.01358969,0.008496928,49.6167744,25.61987946,25.61987946,3.2991027,33.44298538,1.089213569,3.256926845,2.209889131,-15.2000359,-31.93617806,-2.483263084,-0.002702653,0,0,1,0,47469,299.9923125,252.8940613,0.843001806,0.165393486,6,0.5,0: Broadleaf,2,1743627194,397.4691875,400.007125,12.19376875,11.78519375,401.4641875,12.26876875,499.9853125,89.2254875,0.099936894,25.4032375,25.0028,999.9,0,0,10004.4625,0,171.51575,-2.5877575,402.330125,404.7775,0.4209255,400.007125,11.78519375,1.089096875,1.05154,8.166165,7.6507575,299.9923125,0.89992925,0.100070788,0,2.26915,0,2383.89,2548.5525,35.3551875,38.109125,36.7340625,36.9138125,35.6403125,269.97125,30.016875,0,1743627202,0,1743627225,15:53:45,1743627225,1743627220,66,0.055,-0.002,-3.995,-0.075,400,12,0.38,0.09,-2.588150952,-0.070986234,0.026935188,1,0.421183714,-0.003295558,0.000492729,1,2,2,2-Feb,3.13105,2.77815,0.0860993,0.0859927,0.0623803,0.0608663,34655.3,37140.2,34304.8,36823.7,45456.7,49649.4,53505.5,58821,1.98725,2.3562,0.0883155,0,23.5583,999.9,31.339,28.862,14.014,54.1141,36.7067,2,-0.145818,-0.311166,20.1649,5.19902,12.0041,4.97595,3.29398,9999,999.9,9999,9999,1.86298,1.86783,1.86754,1.86874,1.86963,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.995,-0.075,-2.922759141,-0.003392961,1.56E-06,-1.77E-10,-0.092298657,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,30.7,30.7,1.22559,2.59644,2.19849,2.63794,2.44507,2.26685,32.0684,13.8781,18,501.718,778.153,24.4442,25.4967,30.0001,25.5042,25.4443,24.5555,-30,-30,24.4414,400,0,97.2688,95.3224,NA
67,1743627317,15670,20250402 15:55:17,15:55:17,5,ozzie,4740_mai_red,1743627309,0.000346054,0.346054086,1.36290088,298.2357333,129.7670696,11.59145808,26.6399404,0.013679746,2.730971665,0.013641791,0.008529521,49.61509472,25.57922268,25.57922268,3.291151466,33.26079617,1.08067367,3.249091407,2.210477796,-15.26098519,-31.87615349,-2.480654478,-0.002698445,0,0,1,0,47477,299.9882,252.8900766,0.84300008,0.165390154,6,0.5,0: Broadleaf,2,1743627309,298.2357333,299.995,12.09820667,11.68798,302.0417333,12.17420667,500.0174,89.22507333,0.10003906,25.36272,25.00496667,999.9,0,0,9984.376,0,174.4324,-1.708368,301.9426,303.5429333,0.4194526,299.995,11.68798,1.080288,1.042861333,8.046685333,7.529355333,299.9882,0.900009,0.099991347,0,2.298173333,0,2374.514667,2548.579333,35.7996,39.96226667,37.5956,38.9914,36.35393333,269.992,30,0,1743627316,0,1743627335,15:55:35,1743627335,1743627335,67,-0.046,0.001,-3.806,-0.076,300,12,0.34,0.12,-1.702217143,-0.090698182,0.026993903,1,0.419223381,0.004382416,0.000938268,1,2,2,2-Feb,3.13103,2.77779,0.0686686,0.0684383,0.0620045,0.0604781,35316.3,37853.7,34304.9,36823.9,45473.1,49667.7,53505.2,58820.5,1.98705,2.35565,0.0865906,0,23.5845,999.9,31.12,28.883,13.9334,54.6741,36.7268,2,-0.14544,-0.285193,20.1663,5.19902,12.004,4.9755,3.29395,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.86876,1.86963,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.806,-0.076,-2.867485067,-0.003392961,1.56E-06,-1.77E-10,-0.094120909,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,0.976562,2.59888,2.19849,2.63794,2.44507,2.26318,32.1124,13.8694,18,501.609,777.649,24.4237,25.4988,30.0001,25.5064,25.4443,19.5724,-30,-30,24.4191,300,0,97.2684,95.3223,NA
68,1743627422,15775,20250402 15:57:02,15:57:02,5,ozzie,4740_mai_red,1743627414,0.000352365,0.352365078,0.722312694,199.036625,109.2926727,9.762885708,17.77952514,0.013879679,2.733027896,0.013840638,0.008653897,49.61739711,25.58283118,25.58283118,3.291856503,33.02140121,1.07324633,3.250153811,2.218610173,-15.53929992,-31.6216399,-2.459108904,-0.002651618,0,0,1,0,47350,299.9979375,252.8986438,0.843001275,0.165392461,6,0.5,0: Broadleaf,2,1743627414,199.036625,199.9875,12.01468125,11.59695,202.483625,12.09268125,500.0318125,89.2278875,0.100019556,25.36821875,25.00083125,999.9,0,0,9996.293125,0,175.5326875,-1.04241375,201.3665,202.3338125,0.427937563,199.9875,11.59695,1.072955625,1.034770625,7.9466025,7.415384375,299.9979375,0.89995525,0.100044788,0,2.2801125,0,2368.414375,2548.623125,36.3553125,40.9255,38.2655,40.4255625,36.98425,269.985,30.0125,0,1743627421,0,1743627443,15:57:23,1743627443,1743627440,68,0.094,0,-3.447,-0.078,200,12,0.29,0.07,-1.041122,-0.077262078,0.030445632,1,0.427938714,0.004133766,0.000955737,1,2,2,2-Feb,3.131,2.77781,0.0488614,0.0484738,0.0616839,0.0601195,36066.7,38664.7,34304,36823.7,45485.8,49684.3,53504.1,58820.4,1.98692,2.35515,0.0849739,0,23.6019,999.9,30.942,28.903,13.8675,54.1641,36.7468,2,-0.144916,-0.525667,20.1658,5.19902,12.004,4.97575,3.294,9999,999.9,9999,9999,1.86298,1.86783,1.86753,1.86875,1.86963,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.447,-0.078,-2.914051089,-0.003392961,1.56E-06,-1.77E-10,-0.09316542,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.4,0.715332,2.61108,2.19849,2.63916,2.44507,2.29248,32.1344,13.8606,18,501.548,777.251,24.3247,25.5052,30.0001,25.5085,25.4485,14.3431,-30,-30,24.3655,200,0,97.2663,95.3219,NA
69,1743627535,15888,20250402 15:58:55,15:58:55,5,ozzie,4740_mai_red,1743627527,0.000367167,0.367167297,0.141705694,99.7806,80.31330141,7.175120095,8.914311523,0.01440001,2.733822947,0.014358004,0.008977516,49.61330532,25.60150874,25.60150874,3.295507868,32.77464091,1.066675802,3.254576626,2.228832065,-16.19207779,-31.01225557,-2.411521247,-0.002549288,0,0,1,0,47481,299.9740667,252.8784462,0.843001027,0.165391982,6,0.5,0: Broadleaf,2,1743627527,99.7806,99.99462,11.93962667,11.50426667,102.9976,12.02062667,499.9772,89.23918667,0.099938607,25.39109333,25.00736667,999.9,0,0,9999.758667,0,175.587,-0.150006,101.0522667,101.1582667,0.446734067,99.99462,11.50426667,1.066496667,1.02663,7.85794,7.299902667,299.9740667,0.8999758,0.100024347,0,2.166853333,0,2373.168,2548.432667,36.9246,41.5914,38.8666,41.40393333,37.54546667,269.9693333,30.008,0,1743627535,0,1743627557,15:59:17,1743627557,1743627556,69,-0.064,-0.001,-3.217,-0.081,100,11,0.48,0.18,-0.13853379,-0.147850442,0.026647935,0,0.445794667,0.017454779,0.001800761,1,1,2,2-Jan,3.13103,2.77826,0.0261808,0.0255554,0.061406,0.0597526,36927.4,39596,34304.4,36823.3,45497.8,49701.2,53504.9,58820.3,1.98713,2.35485,0.0842884,0,23.6158,999.9,30.717,28.933,13.791,54.3541,36.8429,2,-0.144929,-0.185188,20.1668,5.19812,12.004,4.97565,3.29398,9999,999.9,9999,9999,1.86298,1.86783,1.86753,1.86875,1.86963,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.217,-0.081,-2.819795618,-0.003392961,1.56E-06,-1.77E-10,-0.093286993,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,0.441895,2.61963,2.19849,2.63794,2.44629,2.30103,32.1564,13.8431,18,501.677,776.945,24.2442,25.5052,30.0001,25.5085,25.4464,8.88464,-30,-30,24.2402,100,0,97.2676,95.3214,NA
70,1743627641,15994,20250402 16:00:41,16:00:41,5,ozzie,4740_mai_red,1743627633,0.000386401,0.38640071,-0.181467545,50.18574,67.06843399,5.991430146,4.483247,0.015090567,2.734034633,0.015044446,0.009406911,49.62242699,25.6270534,25.6270534,3.300507446,32.57445323,1.062106066,3.260549175,2.23840138,-17.0402713,-30.23315615,-2.351422443,-0.002422905,0,0,1,0,47593,300.033,252.927803,0.842999947,0.165389897,6,0.5,0: Broadleaf,2,1743627633,50.18574,49.99126667,11.88928,11.43115333,53.21574,11.97228,500.0451333,89.23305333,0.100032127,25.42194,25.00723333,999.9,0,0,10001.706,0,175.5292,0.1646144,50.75994,50.56933333,0.469347533,49.99126667,11.43115333,1.061919333,1.020037333,7.7948,7.205772667,300.033,0.9000008,0.09999938,0,2.210606667,0,2383.36,2548.956,37.3332,41.7456,39.21633333,41.61226667,37.8956,270.0293333,30.00266667,0,1743627640,0,1743627659,16:00:59,1743627657,1743627659,70,0.03,0,-3.03,-0.083,50,11,0.24,0.17,0.1641365,-0.052789624,0.018559277,1,0.4687386,0.008197714,0.00106551,1,2,2,2-Feb,3.13093,2.77797,0.0137676,0.0130042,0.0612138,0.059459,37398.5,40107.3,34304.4,36824.2,45506.2,49716.5,53505.3,58821.7,1.98665,2.3546,0.0842176,0,23.6198,999.9,30.546,28.953,13.7302,53.9541,36.7909,2,-0.144906,-0.168853,20.165,5.19857,12.004,4.9756,3.29393,9999,999.9,9999,9999,1.86298,1.86783,1.86753,1.86876,1.86963,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.03,-0.083,-2.883689867,-0.003392961,1.56E-06,-1.77E-10,-0.09427546,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.4,0.303955,2.63794,2.19849,2.63794,2.44507,2.31445,32.2005,13.8256,18,501.37,776.716,24.2025,25.5049,30.0002,25.5085,25.4464,6.11673,-30,-30,24.2046,50,0,97.2681,95.3237,NA
71,1743627751,16104,20250402 16:02:31,16:02:31,5,ozzie,4740_mai_red,1743627743,0.000414158,0.414158134,2.330518711,397.0216,155.3557793,13.87884957,35.46828503,0.016232733,2.733149755,0.016179362,0.010116882,49.62816443,25.59369313,25.59369313,3.293979528,32.64964097,1.062929351,3.255562141,2.231050177,-18.26437373,-29.10249281,-2.263543983,-0.002246098,0,0,1,0,47351,300.0662667,252.9559688,0.843000353,0.165390682,6,0.5,0: Broadleaf,2,1743627743,397.0216,400.0156,11.89812,11.40703333,400.9256,11.98112,499.9896667,89.2359,0.100007753,25.39618667,24.979,999.9,0,0,9996.120667,0,175.5264,-3.064828,401.7349333,404.6312,0.502094067,400.0156,11.40703333,1.062722,1.017918,7.805906667,7.175402,300.0662667,0.899982867,0.10001738,0,2.240133333,0,2366.906,2549.223333,35.77473333,38.59553333,37.1956,37.48313333,36.06653333,270.0546667,30.01,0,1743627751,0,1743627769,16:02:49,1743627769,1743627769,71,0.078,0,-3.904,-0.083,400,11,0.4,0.13,-3.078921905,0.249433247,0.033659946,0,0.50091619,0.021653377,0.002331183,1,1,2,2-Jan,3.13109,2.778,0.086018,0.0860064,0.0612561,0.0593636,34657.6,37140.6,34304.1,36824.7,45511.7,49731.6,53504.8,58823.1,1.98715,2.355,0.0826865,0,23.618,999.9,30.393,28.993,13.6911,54.3841,36.6987,2,-0.144909,-0.370896,20.1645,5.19842,12.004,4.97535,3.294,9999,999.9,9999,9999,1.86299,1.86783,1.86752,1.86874,1.86955,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.904,-0.083,-2.853984059,-0.003392961,1.56E-06,-1.77E-10,-0.094690475,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.6,1.5,1.22559,2.61719,2.19849,2.63672,2.44507,2.28271,32.2225,13.7993,18,501.693,777.114,24.3652,25.5052,30.0002,25.5085,25.4485,24.56,-30,-30,24.3726,400,0,97.2671,95.3256,NA
72,1743627835,16187.9,20250402 16:03:55,16:03:55,5,ozzie,4740_mai_red,1743627827,0.000437023,0.437022582,2.378076221,396.9458125,163.0885458,14.57023942,35.46291676,0.017158583,2.734459441,0.017098991,0.010692206,49.62043388,25.57157533,25.57157533,3.289657749,32.64821136,1.061895289,3.252537413,2.22776246,-19.27269588,-28.16098798,-2.188850877,-0.002100856,0,0,1,0,47400,300.021375,252.9179666,0.842999825,0.165389662,6,0.5,0: Broadleaf,2,1743627827,396.9458125,400.0075625,11.886075,11.3679,400.9048125,11.969075,500.0180625,89.23941875,0.100021663,25.38055,24.9833,999.9,0,0,10003.52125,0,175.4805,-2.999675625,401.7879375,404.607125,0.529131313,400.0075625,11.3679,1.061683125,1.014465,7.79155625,7.12579375,300.021375,0.899996438,0.10000385,0,2.23390625,0,2371.824375,2548.851875,35.41375,38.878625,37.0505625,37.640375,35.8590625,270.0175,30,0,1743627835,0,1743627865,16:04:25,1743627865,1743627853,72,-0.055,0.001,-3.959,-0.083,400,11,0.43,0.12,-2.993782857,-0.075052693,0.042541016,1,0.528229952,0.015021198,0.001613836,1,2,2,2-Feb,3.13088,2.77804,0.0860209,0.086001,0.0612095,0.0592139,34657.6,37139.5,34304.2,36823.5,45514.3,49738.3,53505.1,58821.5,1.98705,2.35523,0.0826679,0,23.6257,999.9,30.295,29.003,13.6561,54.4141,36.7628,2,-0.144883,-0.493864,20.1661,5.19842,12.004,4.9755,3.29388,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86876,1.8696,1.86569,1.86676,1.86814,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.959,-0.083,-2.776028099,-0.003392961,1.56E-06,-1.77E-10,-0.094466639,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.1,1.1,1.22559,2.61841,2.19849,2.63794,2.44629,2.26807,32.2225,13.7643,18,501.648,777.32,24.6196,25.5052,30.0001,25.5106,25.4485,24.559,-30,-30,24.6282,400,0,97.2676,95.3227,NA
73,1743627957,16309.9,20250402 16:05:57,16:05:57,5,ozzie,4740_mai_red,1743627949,0.000448203,0.448202567,3.750089302,595.1796,235.4846879,21.03329196,53.16093545,0.017562727,2.73462926,0.017500305,0.01094328,49.619419,25.58159621,25.58159621,3.291615197,32.55751019,1.059772895,3.255079671,2.231842301,-19.76573319,-27.70239562,-2.153323099,-0.002032902,0,0,1,0,47130,300.0173333,252.91438,0.842999227,0.165388508,6,0.5,0: Broadleaf,2,1743627949,595.1796,599.9998667,11.86501333,11.33354667,599.4506,11.94801333,499.9952,89.21920667,0.099942467,25.39369333,24.97051333,999.9,0,0,10006.79867,0,175.7741333,-4.892094,602.2606,606.8781333,0.543210867,599.9998667,11.33354667,1.059635333,1.011170667,7.763222667,7.07834,300.0173333,0.900023,0.0999774,0,2.281006667,0,2458.022,2548.837333,36.0956,40.50806667,37.9664,39.75386667,36.69546667,270.0233333,29.994,0,1743627957,0,1743627981,16:06:21,1743627981,1743627975,73,0.08,0,-4.271,-0.083,600,11,0.5,0.06,-4.9070035,0.301772481,0.039000112,0,0.54339215,-0.005405549,0.000756216,1,1,2,2-Jan,3.13095,2.77802,0.115812,0.11598,0.0611034,0.0590567,33528.3,35922.3,34304.2,36824,45522.9,49750.8,53505.3,58822,1.9872,2.35508,0.0821427,0,23.6198,999.9,30.143,29.024,13.6073,54.7241,36.7628,2,-0.144876,-0.576381,20.1661,5.19797,12.004,4.97545,3.294,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86878,1.86957,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.271,-0.083,-2.831429352,-0.003392961,1.56E-06,-1.77E-10,-0.093191177,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.7,1.69312,2.60864,2.19849,2.63916,2.44629,2.31445,32.2446,13.738,18,501.745,777.183,24.6834,25.5052,30,25.5106,25.4485,33.9175,-30,-30,24.6926,600,0,97.2678,95.3239,NA
74,1743628073,16425.9,20250402 16:07:53,16:07:53,5,ozzie,4740_mai_red,1743628065,0.000434959,0.434959427,4.85957234,793.771,309.674126,27.65943581,70.89794136,0.016904216,2.733232544,0.016846349,0.01053415,49.61743845,25.64424897,25.64424897,3.303876678,32.26755972,1.054018247,3.266495069,2.249858431,-19.18171072,-28.24024895,-2.197594408,-0.002115619,0,0,1,0,47353,299.9983333,252.898965,0.843001233,0.16539238,6,0.5,0: Broadleaf,2,1743628065,793.771,800.0167333,11.80075333,11.28496667,798.147,11.88675333,500.0050667,89.21791333,0.0999647,25.4526,24.99210667,999.9,0,0,9998.628667,0,175.8095333,-6.424808667,803.0798,809.148,0.5292404,800.0167333,11.28496667,1.054038,1.006822,7.685567333,7.015473333,299.9983333,0.899957,0.1000431,0,2.14826,0,2547.134,2548.626,36.6498,41.26653333,38.583,40.7914,37.25826667,269.9846667,30.012,0,1743628072,0,1743628101,16:08:21,1743628101,1743628091,74,0.187,-0.002,-4.376,-0.086,800,11,0.23,0.14,-6.440862381,0.385425195,0.050417804,0,0.530823667,-0.029135922,0.002995564,1,1,2,2-Jan,3.1309,2.77806,0.141151,0.141415,0.0608403,0.0588661,32568.5,34888.6,34304.6,36823.2,45538.9,49763.1,53505.4,58820.9,1.98757,2.35523,0.0915155,0,23.4986,999.9,29.966,29.054,13.5496,54.8241,36.7949,2,-0.144309,-0.817023,20.1647,5.19767,12.004,4.97545,3.29393,9999,999.9,9999,9999,1.86297,1.86783,1.86752,1.8688,1.86962,1.86569,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.376,-0.086,-2.750993524,-0.003392961,1.56E-06,-1.77E-10,-0.093046439,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,2.13135,2.60376,2.19849,2.63794,2.44507,2.26807,32.2666,13.7118,18,501.968,777.289,25.3123,25.5012,30.0002,25.5085,25.4464,42.6782,-30,-30,25.3111,800,0,97.2684,95.3219,NA
75,1743628193,16545.9,20250402 16:09:53,16:09:53,5,ozzie,4740_mai_red,1743628185,0.000358256,0.358255976,5.370997508,993.1359333,340.8291502,30.44070929,88.70063553,0.01379329,2.733692375,0.013754742,0.008600168,49.62345255,25.6914561,25.6914561,3.313141706,31.89995803,1.04361559,3.27152653,2.269526116,-15.79908854,-31.38423753,-2.442739085,-0.002612604,0,0,1,0,47299,300.0354667,252.9302024,0.843001013,0.165391955,6,0.5,0: Broadleaf,2,1743628185,993.1359333,1000.008133,11.68483333,11.25994667,997.8299333,11.76983333,499.9966,89.21370667,0.099983993,25.47850667,25.0048,999.9,0,0,10001.83733,0,174.6306667,-6.750748667,1005.009333,1011.397333,0.433076133,1000.008133,11.25994667,1.043178,1.004542667,7.533811333,6.982423333,300.0354667,0.899971733,0.10002824,0,2.261993333,0,2606.04,2548.952667,37.16633333,41.7374,39.1124,41.41633333,37.7416,270.0246667,30.014,0,1743628192,0,1743628218,16:10:18,1743628218,1743628214,75,-0.116,0.001,-4.694,-0.085,1000,11,0.52,0.15,-6.784772381,0.653051688,0.069295278,0,0.436022238,-0.057280753,0.005791144,1,1,2,2-Jan,3.13093,2.77807,0.163572,0.163806,0.0603624,0.0587692,31719.5,33980.3,34305.2,36823.9,45566.1,49771.9,53506.7,58821.9,1.98765,2.35537,0.0972673,0,23.4153,999.9,29.844,29.064,13.5051,54.3441,36.7829,2,-0.144934,0.0247195,20.1664,5.19887,12.004,4.97565,3.29393,9999,999.9,9999,9999,1.86298,1.86783,1.86752,1.86877,1.8696,1.86569,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.694,-0.085,-2.564242986,-0.003392961,1.56E-06,-1.77E-10,-0.094575431,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.7,2.54761,2.59766,2.19849,2.63794,2.44507,2.2876,32.2666,13.703,18,501.957,777.333,25.1256,25.4943,30.0003,25.5021,25.44,50.9882,-30,-30,25.0299,1000,0,97.2705,95.3236,NA
